SN	VFG	gi	name	shortDesc	vfDesc	vfID	org	vfclass
23946	VFG005899	146318221	SSU05_0567	Cps2D	Capsule	CVF186	Streptococcus suis 05ZYH33	Immune evasion and molecular mimicry
23947	VFG005539	94995063	tig/ropA__1	Trigger factor, ppiase	Trigger factor	CVF149	Streptococcus pyogenes MGAS10750	Protease
23948	VFG005536	94991189	tig/ropA__1	Trigger factor, ppiase	Trigger factor	CVF149	Streptococcus pyogenes MGAS10270	Protease
23949	VFG005543	94989245	tig/ropA__1	trigger factor, ppiase	Trigger factor	CVF149	Streptococcus pyogenes MGAS9429	Protease
23950	VFG005542	94993133	tig/ropA__2	Trigger factor, ppiase	Trigger factor	CVF149	Streptococcus pyogenes MGAS2096	Protease
23951	VFG006055	125718999	SSA_2217	Cps9H, putative	Capsule	CVF186	Streptococcus sanguinis SK36	Immune evasion and molecular mimicry
23952	VFG005652	116517141	nanA	sialidase A precursor	Neuraminidase A	CVF155	Streptococcus pneumoniae D39	Exoenzyme
23953	VFG019097	169833592	nanA	neuraminidase	Neuraminidase A	CVF155	Streptococcus pneumoniae Hungary19A-6	Exoenzyme
23954	VFG005842	55823023	epsX	lipopolysaccharide 1,6-galactosyltransferase	Capsule	CVF186	Streptococcus thermophilus CNRZ1066	Immune evasion and molecular mimicry
23955	VFG005927	55821109	eps11	exopolysaccharide biosynthesis protein, glycosyltransferase	Capsule	CVF186	Streptococcus thermophilus LMG 18311	Immune evasion and molecular mimicry
23956	VFG043010	77408633	SAN_1516	hypothetical protein	PI-2b pili	AI137	Streptococcus agalactiae COH1	Adherence & invasion
23957	VFG005792	76787794	cylK	CylK protein	Beta-hemolysin/cytolysin	CVF171	Streptococcus agalactiae A909	Toxin
23958	VFG043610	10732859	pblB	PblB	PblB	AI446	Streptococcus mitis SF100	Adherence & invasion
23959	VFG005780	76788430	cylE	CylE protein	Beta-hemolysin/cytolysin	CVF171	Streptococcus agalactiae A909	Toxin
23960	VFG043517	157150875	padA	LPXTG cell wall surface protein	Fibrinogen binding protein	AI282	Streptococcus gordonii str. Challis substr. CH1	Adherence & invasion
23961	VFG005867	55821104	eps15__1	exopolysaccharide biosynthesis protein, glycosyl transferase	Capsule	CVF186	Streptococcus thermophilus LMG 18311	Immune evasion and molecular mimicry
23962	VFG005994	125718324	rgpF__1	Glycosyltransferase, putative	Capsule	CVF186	Streptococcus sanguinis SK36	Immune evasion and molecular mimicry
23963	VFG043995	498378	BAA04105	hemolysin	streptolysin O c (SLOc)	TX403	Streptococcus canis	Toxin
23964	VFG043994	251783417	SDEG_2027	streptolysin O	streptolysin O e (SLOe)	TX401	Streptococcus dysgalactiae subsp. equisimilis GGS_124	Toxin
23965	VFG005720	71902805	slo	streptolysin O	Streptolysin O	CVF167	Streptococcus pyogenes MGAS6180	Toxin
23966	VFG005717	94991645	slo	Streptolysin O	Streptolysin O	CVF167	Streptococcus pyogenes MGAS2096	Toxin
23967	VFG005714	94993543	slo	Streptolysin O	Streptolysin O	CVF167	Streptococcus pyogenes MGAS10750	Toxin
23968	VFG005715	139473017	slo	streptolysin O precursor (thiol-activated cytolysin)	Streptolysin O	CVF167	Streptococcus pyogenes str. Manfredo	Toxin
23969	VFG005713	28895044	slo	streptolysin O precursor	Streptolysin O	CVF167	Streptococcus pyogenes SSI-1	Toxin
23970	VFG005719	19745333	slo	streptolysin O	Streptolysin O	CVF167	Streptococcus pyogenes MGAS8232	Toxin
23971	VFG005711	94989652	slo	Streptolysin O	Streptolysin O	CVF167	Streptococcus pyogenes MGAS10270	Toxin
23972	VFG005716	50913534	slo	Streptolysin O	Streptolysin O	CVF167	Streptococcus pyogenes MGAS10394	Toxin
23973	VFG006075	116628177	STER_1438	Glycosyltransferase involved in cell wall biogenesis	Capsule	CVF186	Streptococcus thermophilus LMD-9	Immune evasion and molecular mimicry
23974	VFG005989	76787367	cpsE__2	glycosyl transferase CpsE	Capsule	CVF186	Streptococcus agalactiae A909	Immune evasion and molecular mimicry
23975	VFG005990	25011293	cpsE__2	hypothetical protein	Capsule	CVF186	Streptococcus agalactiae NEM316	Immune evasion and molecular mimicry
23976	VFG006031	55821120	epsE__2	exopolysaccharide biosynthesis protein, glycosyl-1-phosphate transferase	Capsule	CVF186	Streptococcus thermophilus LMG 18311	Immune evasion and molecular mimicry
23977	VFG005964	116627843	STER_1067	Sugar transferase involved in lipopolysaccharide synthesis	Capsule	CVF186	Streptococcus thermophilus LMD-9	Immune evasion and molecular mimicry
23978	VFG043595	290581375	gbpA__1	glucan-binding protein A	Glucan-binding proteins	AI421	Streptococcus mutans NN2025	Adherence & invasion
23979	VFG005942	25011289	cpsJ__3	hypothetical protein	Capsule	CVF186	Streptococcus agalactiae NEM316	Immune evasion and molecular mimicry
23980	VFG005381	55821282	srtA__6	sortase, truncated	Sortase A	CVF130	Streptococcus thermophilus LMG 18311	Adhesin
23981	VFG005380	55823195	srtA__6	sortase, truncated	Sortase A	CVF130	Streptococcus thermophilus CNRZ1066	Adhesin
23982	VFG005884	116517039	cps2C	chain length determinant protein/polysaccharide export protein, MPA1 family protein	Capsule	CVF186	Streptococcus pneumoniae D39	Immune evasion and molecular mimicry
23983	VFG019111	169833763	SPH_0457	Cps19aC	Capsule	CVF186	Streptococcus pneumoniae Hungary19A-6	Immune evasion and molecular mimicry
23984	VFG019112	182683318	wzd	capsular polysaccharide biosynthesis protein Cps14C	Capsule	CVF186	Streptococcus pneumoniae CGSP14	Immune evasion and molecular mimicry
23985	VFG006049	125718330	SSA_1519	Polysaccharide/teichoic acid transporter, putative	Capsule	CVF186	Streptococcus sanguinis SK36	Immune evasion and molecular mimicry
23986	VFG005951	55821111	eps9	exopolysaccharide biosynthesis protein	Capsule	CVF186	Streptococcus thermophilus LMG 18311	Immune evasion and molecular mimicry
23987	VFG006043	125718329	rgpE__4	Glycosyl transferase, putative	Capsule	CVF186	Streptococcus sanguinis SK36	Immune evasion and molecular mimicry
23988	VFG006085	116628181	STER_1442	Glycosyltransferase involved in cell wall biogenesis	Capsule	CVF186	Streptococcus thermophilus LMD-9	Immune evasion and molecular mimicry
23989	VFG006060	125719000	SSA_2218	Glycosyltransferase (cell wall biogenesis) Cps9G, putative	Capsule	CVF186	Streptococcus sanguinis SK36	Immune evasion and molecular mimicry
23990	VFG018664	157151373	rfbA-1	glucose-1-phosphate thymidylyltransferase	Capsule	CVF186	Streptococcus gordonii str. Challis substr. CH1	Immune evasion and molecular mimicry
23991	VFG006052	55823163	rmlA	glucose-1-phosphate thymidyl transferase	Capsule	CVF186	Streptococcus thermophilus CNRZ1066	Immune evasion and molecular mimicry
23992	VFG006041	116627990	STER_1224	dTDP-glucose pyrophosphorylase	Capsule	CVF186	Streptococcus thermophilus LMD-9	Immune evasion and molecular mimicry
23993	VFG005997	24379858	rmlA	putative glucose-1-phosphate thymidyltransferase	Capsule	CVF186	Streptococcus mutans UA159	Immune evasion and molecular mimicry
23994	VFG005898	125718225	rmlA	Glucose-1-phosphate thymidylytransferase, putative	Capsule	CVF186	Streptococcus sanguinis SK36	Immune evasion and molecular mimicry
23995	VFG006015	116516051	cps2L	glucose-1-phosphate thymidylyltransferase	Capsule	CVF186	Streptococcus pneumoniae D39	Immune evasion and molecular mimicry
23996	VFG005530	116516698	htrA/degP	serine protease	Serine protease	CVF148	Streptococcus pneumoniae D39	Protease
23997	VFG019089	169832575	htrA/degP	trypsin domain protein	Serine protease	CVF148	Streptococcus pneumoniae Hungary19A-6	Protease
23998	VFG043608	15903446	pclA	hypothetical protein	PclA	AI444	Streptococcus pneumoniae R6	Adherence & invasion
23999	VFG005958	125718321	rgpA	Rhamnosyltransferase, putative	Capsule	CVF186	Streptococcus sanguinis SK36	Immune evasion and molecular mimicry
24000	VFG005916	116627839	STER_1062	Glycosyltransferase involved in cell wall biogenesis	Capsule	CVF186	Streptococcus thermophilus LMD-9	Immune evasion and molecular mimicry
24001	VFG005856	71904547	hasB__1	UDP-glucose 6-dehydrogenase	Capsule	CVF186	Streptococcus pyogenes MGAS6180	Immune evasion and molecular mimicry
24002	VFG005853	94993380	hasB__1	UDP-glucose 6-dehydrogenase	Capsule	CVF186	Streptococcus pyogenes MGAS2096	Immune evasion and molecular mimicry
24003	VFG005852	50915216	M6_Spy1870	UDP-glucose 6-dehydrogenase	Capsule	CVF186	Streptococcus pyogenes MGAS10394	Immune evasion and molecular mimicry
24004	VFG005847	94991480	hasB__1	UDP-glucose 6-dehydrogenase	Capsule	CVF186	Streptococcus pyogenes MGAS10270	Immune evasion and molecular mimicry
24005	VFG005851	139474621	hasB__1	UDP-glucose 6-dehydrogenase	Capsule	CVF186	Streptococcus pyogenes str. Manfredo	Immune evasion and molecular mimicry
24006	VFG005848	21911388	hasB__1	putative UDP-glucose 6-dehydrogenase	Capsule	CVF186	Streptococcus pyogenes MGAS315	Immune evasion and molecular mimicry
24007	VFG005854	94989493	hasB__1	UDP-glucose 6-dehydrogenase	Capsule	CVF186	Streptococcus pyogenes MGAS9429	Immune evasion and molecular mimicry
24008	VFG005849	28896760	SPs1848	putative UDP-glucose 6-dehydrogenase	Capsule	CVF186	Streptococcus pyogenes SSI-1	Immune evasion and molecular mimicry
24009	VFG005992	116516033	cps2K	UDP-glucose 6-dehydrogenase, putative	Capsule	CVF186	Streptococcus pneumoniae D39	Immune evasion and molecular mimicry
24010	VFG005904	116627838	STER_1061	Glycosyltransferase	Capsule	CVF186	Streptococcus thermophilus LMD-9	Immune evasion and molecular mimicry
24011	VFG005977	76787898	cpsF__4	polysaccharide biosynthesis protein CpsF	Capsule	CVF186	Streptococcus agalactiae A909	Immune evasion and molecular mimicry
24012	VFG019075	169834343	lytC	hypothetical protein	Choline-binding proteins	CVF122	Streptococcus pneumoniae Hungary19A-6	Adhesin
24013	VFG005338	116515853	lytC	1,4-beta-N-acetylmuramidase, putative	Choline-binding proteins	CVF122	Streptococcus pneumoniae D39	Adhesin
24014	VFG018650	157150995	lmb	metal binding lipoprotein	Laminin-binding protein	CVF114	Streptococcus gordonii str. Challis substr. CH1	Adhesin
24015	VFG043792	251783382	SPE-Gdys	exotoxin G variant 4	S. dysgalactiae exotoxin G (SPE-Gdys)	TX143	Streptococcus dysgalactiae subsp. equisimilis GGS_124	Toxin
24016	VFG005317	116516664	cbpD__1	choline binding protein D	Choline-binding proteins	CVF122	Streptococcus pneumoniae D39	Adhesin
24017	VFG019065	169833537	cbpD__1	choline binding protein D	Choline-binding proteins	CVF122	Streptococcus pneumoniae Hungary19A-6	Adhesin
24018	VFG005319	15904047	cbpD__1	Choline binding protein D	Choline-binding proteins	CVF122	Streptococcus pneumoniae R6	Adhesin
24019	VFG005944	116516693	cps2G	glycosyl transferase, group 1 family protein	Capsule	CVF186	Streptococcus pneumoniae D39	Immune evasion and molecular mimicry
24020	VFG019122	182683323	wzy__2	putative polysaccharide polymerase	Capsule	CVF186	Streptococcus pneumoniae CGSP14	Immune evasion and molecular mimicry
24021	VFG005820	94993244	sic__1	Complement inhibitor protein	SIC	CVF185	Streptococcus pyogenes MGAS2096	Immune evasion and molecular mimicry
24022	VFG005850	94993865	hasB__2	UDP-glucose 6-dehydrogenase	Capsule	CVF186	Streptococcus pyogenes MGAS10750	Immune evasion and molecular mimicry
24023	VFG018663	157151338	psaA__1	Metal ABC transporter substrate-binding lipoprotein precursor	Pneumococcal surface antigen A / Metal binding protein SloC	CVF181	Streptococcus gordonii str. Challis substr. CH1	Metal transport
24024	VFG005379	24379545	srtA__4	putative sortase	Sortase A	CVF130	Streptococcus mutans UA159	Adhesin
24025	VFG005488	125717935	iga__1	IgA-specific metalloendopeptidase	IgA1 protease	CVF145	Streptococcus sanguinis SK36	Protease
24026	VFG005223	139474481	lmb	laminin binding protein	Laminin-binding protein	CVF114	Streptococcus pyogenes str. Manfredo	Adhesin
24027	VFG005222	94995201	lmb	Laminin-binding surface protein	Laminin-binding protein	CVF114	Streptococcus pyogenes MGAS10750	Adhesin
24028	VFG005219	94991289	lmb	Laminin-binding surface protein	Laminin-binding protein	CVF114	Streptococcus pyogenes MGAS10270	Adhesin
24029	VFG005217	15675794	lmb	putative laminin adhesion	Laminin-binding protein	CVF114	Streptococcus pyogenes M1 GAS	Adhesin
24030	VFG005227	19746909	lmb	putative laminin adhesion	Laminin-binding protein	CVF114	Streptococcus pyogenes MGAS8232	Adhesin
24031	VFG005309	125718436	srtC__4	Sortase-like protein, putative	pili	AI126	Streptococcus sanguinis SK36	Adherence & invasion
24032	VFG006037	146318233	SSU05_0579	UDP-N-acetylglucosamine 2-epimerase	Capsule	CVF186	Streptococcus suis 05ZYH33	Immune evasion and molecular mimicry
24033	VFG005881	76788471	neuC	UDP-N-acetylglucosamine-2-epimerase NeuC	Capsule	CVF186	Streptococcus agalactiae A909	Immune evasion and molecular mimicry
24034	VFG005882	25011284	neuC	hypothetical protein	Capsule	CVF186	Streptococcus agalactiae NEM316	Immune evasion and molecular mimicry
24035	VFG005662	94994017	speC	Enterotoxin	Streptococcal pyrogenic exotoxin C	CVF157	Streptococcus pyogenes MGAS10750	Superantigen
24036	VFG005302	125718437	pilA__3	Surface protein, putative	pili	AI126	Streptococcus sanguinis SK36	Adherence & invasion
24037	VFG005306	125718439	pilC__5	Heme utilization/adhesion exoprotein, putative	pili	AI126	Streptococcus sanguinis SK36	Adherence & invasion
24038	VFG005935	146318224	SSU05_0570	Glycosyltransferase	Capsule	CVF186	Streptococcus suis 05ZYH33	Immune evasion and molecular mimicry
24039	VFG019127	169834375	SPH_0465	UDP-N-acetylglucosamine 2-epimerase	Capsule	CVF186	Streptococcus pneumoniae Hungary19A-6	Immune evasion and molecular mimicry
24040	VFG005661	94990106	speC	Enterotoxin	Streptococcal pyrogenic exotoxin C	CVF157	Streptococcus pyogenes MGAS10270	Superantigen
24041	VFG005292	22537551	SAG1404	cell wall surface anchor family protein	Pilus island 2	CVF120	Streptococcus agalactiae 2603V/R	Adhesin
24042	VFG043467	71911343	shr	Fe3+-siderophore transporter	Shr	AI211	Streptococcus pyogenes MGAS5005	Adherence & invasion
24043	VFG005362	125717177	sspA__1	surface protein C	Antigen I/II (AgI/II) family of oral streptococcal adhesins	CVF125	Streptococcus sanguinis SK36	Adhesin
24044	VFG005970	125718322	SSA_1511	Glycosyltransferase, putative	Capsule	CVF186	Streptococcus sanguinis SK36	Immune evasion and molecular mimicry
24045	VFG005857	76788506	neuD	neuD protein	Capsule	CVF186	Streptococcus agalactiae A909	Immune evasion and molecular mimicry
24046	VFG005322	55822031	cbpD__4	cell wall protein precursor, similar to choline binding protein	Choline-binding proteins	CVF122	Streptococcus thermophilus CNRZ1066	Adhesin
24047	VFG005323	55820142	cbpD__4	cell wall protein precursor, similar to choline binding protein	Choline-binding proteins	CVF122	Streptococcus thermophilus LMG 18311	Adhesin
24048	VFG005325	116627005	cbpD__4	Surface antigen	Choline-binding proteins	CVF122	Streptococcus thermophilus LMD-9	Adhesin
24049	VFG019069	169832880	pce/cbpE	choline binding protein E	Choline-binding proteins	CVF122	Streptococcus pneumoniae Hungary19A-6	Adhesin
24050	VFG005329	116516225	pce/cbpE	choline binding protein E	Choline-binding proteins	CVF122	Streptococcus pneumoniae D39	Adhesin
24051	VFG005527	76788422	htrA/degP	serine peptidase HtrA	Serine protease	CVF148	Streptococcus agalactiae A909	Protease
24052	VFG005528	25012168	htrA/degP	hypothetical protein	Serine protease	CVF148	Streptococcus agalactiae NEM316	Protease
24053	VFG043008	77408651	SAN_1518	cell wall surface anchor family protein, putative	PI-2b pili	AI137	Streptococcus agalactiae COH1	Adherence & invasion
24054	VFG019079	169834024	slrA	peptidyl-prolyl cis-trans isomerase	Streptococcal lipoprotein rotamase A	CVF129	Streptococcus pneumoniae Hungary19A-6	Adhesin
24055	VFG005373	15900665	slrA	peptidyl-prolyl cis-trans isomerase, cyclophilin-type	Streptococcal lipoprotein rotamase A	CVF129	Streptococcus pneumoniae TIGR4	Adhesin
24056	VFG019080	182683690	slrA	peptidyl-prolyl cis-trans isomerase, cyclophilin-type	Streptococcal lipoprotein rotamase A	CVF129	Streptococcus pneumoniae CGSP14	Adhesin
24057	VFG005372	116516991	slrA	peptidyl-prolyl cis-trans isomerase, cyclophilin-type	Streptococcal lipoprotein rotamase A	CVF129	Streptococcus pneumoniae D39	Adhesin
24058	VFG005810	125717136	ssaB	Manganese/Zinc ABC transporter substrate-binding lipoprotein precursor, putative	S. sanguinis adhesin B (SsaB)	AI435	Streptococcus sanguinis SK36	Adherence & invasion
24059	VFG005807	116515973	psaA__1	ABC transporter, substrate binding lipoprotein	Pneumococcal surface antigen A / Metal binding protein SloC	CVF181	Streptococcus pneumoniae D39	Metal transport
24060	VFG019101	169833917	psaA__1	manganese ABC transporter substrate-binding lipoprotein (Adhesin B) (Saliva-binding protein)	Pneumococcal surface antigen A / Metal binding protein SloC	CVF181	Streptococcus pneumoniae Hungary19A-6	Metal transport
24061	VFG005304	125718438	pilB__7	FimA fimbrial subunit-like protein, putative	pili	AI126	Streptococcus sanguinis SK36	Adherence & invasion
24062	VFG005811	24378698	psaA__1	putative ABC transporter, metal binding lipoprotein; surface adhesin precursor; saliva-binding protein; lipoprotein receptor LraI (LraI family)	Pneumococcal surface antigen A / Metal binding protein SloC	CVF181	Streptococcus mutans UA159	Metal transport
24063	VFG043605	157150938	abpB	amylase-binding protein B	amylase-binding protein B (AbpB)	AI437	Streptococcus gordonii str. Challis substr. CH1	Adherence & invasion
24064	VFG043793	21068887	sdm	mitogen	Streptococcus dysgalactiae-derived mitogen (SDM)	TX144	Streptococcus dysgalactiae str. ATCC 43078	Toxin
24065	VFG043790	225871017	SPE-Lse	exotoxin L precursor	S. equi pyrogenic exotoxin L (SPE-Lse)	TX141	Streptococcus equi subsp. equi 4047	Toxin
24066	VFG005216	22536996	fbsB__1	hypothetical protein	Fibronectin-binding protein	CVF113	Streptococcus agalactiae 2603V/R	Adhesin
24067	VFG005214	76787972	fbsB__1	fibrinogen-binding protein	Fibronectin-binding protein	CVF113	Streptococcus agalactiae A909	Adhesin
24068	VFG019053	169833024	lmb	zinc-binding lipoprotein AdcA	Laminin-binding protein	CVF114	Streptococcus pneumoniae Hungary19A-6	Adhesin
24069	VFG019033	116515739	lmb	adhesion lipoprotein	Laminin-binding protein	CVF114	Streptococcus pneumoniae D39	Adhesin
24070	VFG043596	290579544	gbpB	putative peptidoglycan hydrolase	GbpC	AI422	Streptococcus mutans NN2025	Adherence & invasion
24071	VFG043464	14571813	pas	Pas	Fibronectin-binding protein	AI197	Streptococcus intermedius str. GAI-1157	Adherence & invasion
